English_Term,Italian_Translation,Italian_IPA,English_Sentence,Italian_Sentence_Translation,Italian_Sentence_IPA,CEFR_Level,Taxonomy,Tags,Notes
buddhism,buddismo,/bʊdːizmo/,Buddhism is the original anti-essentialism.,Il buddismo è l'antiessenzialismo originale.,/il bʊdːizmo e lantjessentsjalizmo oridʒinale./,A1,Grammar,"A1,Grammar",
false,falso,/falso/,But this is false reasoning.,Ma questo è un ragionamento falso.,/ma kwesto ɛ ʊn radʒonamento falso./,A1,Grammar,"A1,Grammar",
true,vero,/vero/,"Yes, gentlemen, it is true.","Sì, signori, è vero.","/siː, siɲorɪ, e vero./",A1,Grammar,"A1,Grammar",
about,circa,/tʃirka/,There was something about it.,C'era qualcosa di particolare.,/tʃɛra kwalkɔza dɪ partikolare./,A1,Grammar,"A1,Grammar",
across,attraverso,/atːravɛrso/,Who can I help across?,Chi posso aiutare attraverso?,/kɪ pɔsso ajʊtare atːravɛrso?/,A1,Grammar,"A1,Grammar",
afraid,paura,/paʊra/,Afraid to go to sleep!,Paura di andare a dormire!,/paʊra dɪ andare a dormire!/,A1,Grammar,"A1,Grammar",
after,dopo,/dopo/,What is it after all?,Che cos'è in fondo?,/ke kozɛ in fondo?/,A1,Grammar,"A1,Grammar",
again,di nuovo,/dɪ nʊɔvo/,We may never meet again.,Potremmo non incontrarci mai più.,/potrɛmmo non inkontrartʃɪ maj pju./,A1,Grammar,"A1,Grammar",
ago,fa,/fa/,It is too long ago.,È passato troppo tempo.,/e passato trɔpːo tɛmpo./,A1,Grammar,"A1,Grammar",
all,tutti,/tutːɪ/,"All right, ’ was the reply.","Va bene"", fu la risposta.","/va bɛne"", fʊ la risposta./",A1,Grammar,"A1,Grammar",
all,tutti,/tutːɪ/,"All right, ’ was the reply.","Va bene"", fu la risposta.","/va bɛne"", fʊ la risposta./",A1,Grammar,"A1,Grammar",
almost,quasi,/kwazɪ/,It is almost past belief.,È quasi impossibile da credere.,/e kwazɪ impossibile da kredere./,A1,Grammar,"A1,Grammar",
alone,solo,/solo/,"We will dine alone, then.","Ceneremo da soli, allora.","/tʃenerɛmo da sɔlɪ, allora./",A1,Grammar,"A1,Grammar",
along,lungo,/luŋɡo/,I knew it all along.,L'ho sempre saputo.,/lo sɛmpre saputo./,A1,Grammar,"A1,Grammar",
already,già,/dʒa/,We have astonished them already.,Li abbiamo già stupiti.,/lɪ abːjamo dʒa stʊpitɪ./,A1,Grammar,"A1,Grammar",
also,anche,/anke/,This also was my doing!,Anche questo è opera mia!,/anke kwesto ɛ ɔpera mia!/,A1,Grammar,"A1,Grammar",
always,sempre,/sɛmpre/,They are always in earnest.,Sono sempre seri.,/sono sɛmpre sɛrɪ./,A1,Grammar,"A1,Grammar",
amazing,sorprendente,/sorprendɛnte/,They’re amazing and have amazing qualities.,Sono incredibili e hanno qualità straordinarie.,/sono inkredibilɪ e anno kwalita straordinarie./,A1,Grammar,"A1,Grammar",
angry,arrabbiato,/arɾabːjato/,"Why, you are never angry!","Ma come, non sei mai arrabbiato!","/ma kome, non sɛi maj arɾabːjato!/",A1,Grammar,"A1,Grammar",
another,un altro,/ʊn altro/,Could there be another way?,Potrebbe esserci un altro modo?,/potrɛbːe ɛssertʃɪ ʊn altro mɔdo?/,A1,Grammar,"A1,Grammar",
any,qualsiasi,/kwalsiazɪ/,Has she a father--mother--any brothers--sisters?,"Ha un padre, una madre, fratelli e sorelle?","/a ʊn padre, ʊna madre, fratɛllɪ e sorɛlle?/",A1,Grammar,"A1,Grammar",
area,area,/area/,The Sangha abolishes this may-stay-apart-from-the-three-robes area.,Il Sangha abolisce quest'area di permesso di non allontanarsi dalle tre vesti.,/il saŋɡa aboliʃe kwestarea dɪ permesso dɪ non allontanarsɪ dalle tre vɛstɪ./,A1,Grammar,"A1,Grammar",
around,intorno,/intorno/,I followed around to see.,Ho seguito il giro per vedere.,/o seɡwito il dʒiro per vedere./,A1,Grammar,"A1,Grammar",
awake,sveglio,/zveʎo/,Did he awake before you returned?,Si è svegliato prima del vostro ritorno?,/sɪ e zveʎato prima del vɔstro ritorno?/,A1,Grammar,"A1,Grammar",
away,via,/via/,He is away from town.,È lontano dalla città.,/e lontano dalla tʃitːa./,A1,Grammar,"A1,Grammar",
bad,cattivo,/katːivo/,Because the seed is bad.,Perché il seme è cattivo.,/perke il seme e katːivo./,A1,Grammar,"A1,Grammar",
beautiful,bella,/bɛlla/,There was a beautiful fire.,C'era un bellissimo fuoco.,/tʃɛra ʊn bellissimo fʊɔko./,A1,Grammar,"A1,Grammar",
